frequency,bandwidth
451.8625,0.0125
451.875,0.0125
451.8875,0.0125
451.9,0.0125
451.9125,0.0125
451.925,0.0125
451.9375,0.0125
451.95,0.0125
451.9625,0.0125
451.975,0.0125
451.9875,0.0125
452.0,0.0125
452.0125,0.0125
452.025,0.0125
452.0375,0.0125
452.05,0.0125
452.0625,0.0125
452.075,0.0125
452.0875,0.0125
452.1,0.0125
452.1125,0.0125
452.125,0.0125
452.1375,0.0125
452.15,0.0125
452.1625,0.0125
452.175,0.0125
452.1875,0.0125
452.2,0.0125
452.2125,0.0125
452.225,0.0125
452.2375,0.0125
452.25,0.0125
452.2625,0.0125
452.275,0.0125
452.2875,0.0125
452.3,0.0125
452.3125,0.0125
452.325,0.0125
452.3375,0.0125
452.35,0.0125
452.3625,0.0125
452.375,0.0125
452.3875,0.0125
452.4,0.0125
452.4125,0.0125
452.425,0.0125
452.45,0.0125
452.4625,0.0125
452.475,0.0125
452.4875,0.0125
455.2875,0.0125
457.275,0.0125
457.5,0.0125
457.5125,0.0125
457.525,0.0125
457.5375,0.0125
457.55,0.0125
457.6,0.0125
457.625,0.0125
457.65,0.0125
457.675,0.0125
457.7,0.0125
457.725,0.0125
457.7375,0.0125
457.75,0.0125
457.775,0.0125
457.7875,0.0125
457.8,0.0125
457.825,0.0125
457.85,0.0125
457.8625,0.0125
457.875,0.0125
457.8875,0.0125
457.9,0.0125
457.9375,0.0125
457.95,0.0125
457.9875,0.0125
458.0,0.0125
458.0125,0.0125
458.025,0.0125
458.0375,0.0125
458.05,0.0125
458.0625,0.0125
458.075,0.0125
458.0875,0.0125
458.1,0.0125
458.1125,0.0125
458.125,0.0125
458.1375,0.0125
458.15,0.0125
458.1625,0.0125
458.175,0.0125
458.1875,0.0125
458.2,0.0125
458.2125,0.0125
458.2375,0.0125
458.25,0.0125
458.2625,0.0125
458.275,0.0125
458.2875,0.0125
458.3125,0.0125
458.325,0.0125
458.3375,0.0125
458.35,0.0125
458.3625,0.0125
458.375,0.0125
458.3875,0.0125
458.4,0.0125
458.4125,0.0125
458.425,0.0125
458.4375,0.0125
458.45,0.0125
458.475,0.0125
458.5,0.0125
458.525,0.0125
458.5375,0.0125
458.55,0.0125
458.5625,0.0125
458.5875,0.0125
458.6,0.0125
458.6125,0.0125
458.625,0.0125
458.6375,0.0125
458.65,0.0125
458.6625,0.0125
458.675,0.0125
458.6875,0.0125
458.7,0.0125
458.7125,0.0125
458.725,0.0125
458.7375,0.0125
458.75,0.0125
458.7625,0.0125
458.775,0.0125
458.7875,0.0125
458.8,0.0125
458.8125,0.0125
458.825,0.0125
458.8375,0.0125
458.85,0.0125
458.8625,0.0125
458.875,0.0125
458.8875,0.0125
458.9,0.0125
458.9125,0.0125
458.925,0.0125
458.9375,0.0125
458.95,0.0125
458.9625,0.0125
458.975,0.0125
458.9875,0.0125
459.0,0.0125
459.0125,0.0125
459.025,0.0125
459.0375,0.0125
459.05,0.0125
459.0625,0.0125
459.075,0.0125
459.0875,0.0125
459.1,0.0125
459.1125,0.0125
459.125,0.0125
459.1375,0.0125
459.15,0.0125
459.1625,0.0125
459.175,0.0125
459.1875,0.0125
459.2,0.0125
459.2125,0.0125
459.225,0.0125
459.2375,0.0125
459.25,0.0125
459.2625,0.0125
459.275,0.0125
459.2875,0.0125
459.3,0.0125
459.3125,0.0125
459.325,0.0125
459.3375,0.0125
459.35,0.0125
459.3625,0.0125
459.375,0.0125
459.3875,0.0125
459.4,0.0125
459.4125,0.0125
459.425,0.0125
459.4375,0.0125
459.45,0.0125
459.4625,0.0125
459.475,0.0125
459.4875,0.0125
459.5,0.0125
459.5125,0.0125
459.525,0.0125
459.5375,0.0125
459.55,0.0125
459.5625,0.0125
459.575,0.0125
459.5875,0.0125
459.6,0.0125
459.6125,0.0125
459.625,0.0125
459.6375,0.0125
459.65,0.0125
459.6625,0.0125
459.675,0.0125
459.6875,0.0125
459.7,0.0125
459.7125,0.0125
459.725,0.0125
459.7375,0.0125
459.75,0.0125
459.7625,0.0125
459.7875,0.0125
459.8,0.0125
459.8125,0.0125
459.825,0.0125
459.8375,0.0125
459.85,0.0125
459.8625,0.0125
459.875,0.0125
459.8875,0.0125
459.9,0.0125
459.9125,0.0125
459.925,0.0125
459.9375,0.0125
459.95,0.0125
459.9625,0.0125
459.975,0.0125
459.9875,0.0125
460.0,0.0125
460.0125,0.0125
460.0375,0.0125
460.05,0.0125
460.0625,0.0125
460.075,0.0125
460.0875,0.0125
460.1,0.0125
460.1125,0.0125
460.125,0.0125
460.15,0.0125
460.1625,0.0125
460.1875,0.0125
460.225,0.0125
460.2375,0.0125
460.25,0.0125
460.275,0.0125
460.3,0.0125
460.3125,0.0125
460.325,0.0125
460.3625,0.0125
460.375,0.0125
460.3875,0.0125
460.4125,0.0125
460.45,0.0125
460.475,0.0125
460.5,0.0125
460.525,0.0125
460.5375,0.0125
460.55,0.0125
460.5625,0.0125
460.575,0.0125
460.6,0.0125
460.6125,0.0125
460.625,0.0125
460.6375,0.0125
460.65,0.0125
460.6625,0.0125
460.675,0.0125
460.6875,0.0125
460.7,0.0125
460.7125,0.0125
460.725,0.0125
460.7375,0.0125
460.75,0.0125
460.7625,0.0125
460.775,0.0125
460.7875,0.0125
460.8,0.0125
460.8125,0.0125
460.825,0.0125
460.8375,0.0125
460.85,0.0125
460.8625,0.0125
460.875,0.0125
460.8875,0.0125
460.9,0.0125
460.9125,0.0125
460.925,0.0125
460.9375,0.0125
460.95,0.0125
460.9625,0.0125
460.975,0.0125
460.9875,0.0125
461.0,0.0125
461.0125,0.0125
461.025,0.0125
461.0375,0.0125
461.05,0.0125
461.0625,0.0125
461.075,0.0125
461.0875,0.0125
461.1,0.0125
461.1125,0.0125
461.125,0.0125
461.1375,0.0125
461.15,0.0125
461.1625,0.0125
461.175,0.0125
461.1875,0.0125
461.2,0.0125
461.225,0.0125
461.2375,0.0125
461.25,0.0125
461.2625,0.0125
461.275,0.0125
461.2875,0.0125
461.3,0.0125
461.3125,0.0125
461.325,0.0125
461.3375,0.0125
461.35,0.0125
461.3625,0.0125
461.375,0.0125
461.3875,0.0125
461.4,0.0125
461.4125,0.0125
461.425,0.0125
461.4375,0.0125
461.45,0.0125
461.4625,0.0125
461.475,0.0125
461.4875,0.0125
461.5,0.0125
461.5125,0.0125
461.525,0.0125
461.5375,0.0125
461.5625,0.0125
461.575,0.0125
461.5875,0.0125
461.6,0.0125
461.6125,0.0125
461.6375,0.0125
461.65,0.0125
461.6625,0.0125
461.6875,0.0125
461.7,0.0125
461.7125,0.0125
461.725,0.0125
461.7375,0.0125
461.75,0.0125
461.7625,0.0125
461.775,0.0125
461.7875,0.0125
461.8,0.0125
461.8125,0.0125
461.825,0.0125
461.8375,0.0125
461.85,0.0125
461.8625,0.0125
461.875,0.0125
461.8875,0.0125
461.9,0.0125
461.9125,0.0125
461.925,0.0125
461.9625,0.0125
461.975,0.0125
461.9875,0.0125
462.025,0.0125
462.0375,0.0125
462.0875,0.0125
462.1375,0.0125
462.225,0.0125
462.2375,0.0125
462.25,0.0125
462.2875,0.0125
462.325,0.0125
462.375,0.0125
462.3875,0.0125
462.4,0.0125
462.425,0.0125
462.45,0.0125
462.4625,0.0125
462.475,0.0125
462.4875,0.0125
462.675,0.0125
463.2375,0.0125
463.55,0.0125
463.625,0.0125
466.225,0.0125
467.5,0.0125
467.5125,0.0125
467.525,0.0125
467.5375,0.0125
467.6,0.0125
467.7375,0.0125
467.75,0.0125
467.7625,0.0125
467.775,0.0125
467.7875,0.0125
467.8,0.0125
467.8125,0.0125
467.825,0.0125
467.8625,0.0125
467.875,0.0125
467.9,0.0125
467.9375,0.0125
468.0,0.0125
468.05,0.0125
468.0875,0.0125
468.2125,0.0125
468.2375,0.0125
468.3625,0.0125
468.45,0.0125
468.475,0.0125
468.55,0.0125
468.6125,0.0125
468.675,0.0125
468.7125,0.0125
468.7375,0.0125
468.75,0.0125
468.8875,0.0125
468.925,0.0125
468.9625,0.0125
469.0,0.0125
469.0125,0.0125
469.1,0.0125
469.1875,0.0125
469.25,0.0125
469.2625,0.0125
469.2875,0.0125
469.3,0.0125
469.3125,0.0125
469.3625,0.0125
469.375,0.0125
469.3875,0.0125
